"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
8.08899583431819,13.4038321464937,12.1872211637028,114.363936781039,34.519623066612,7.34490026569576,47.5847751406828,0.857221647863095,180.649763071503,92.8960491484779,9.28078927846869,13.5155373574801,11.8324494384082,112.702406243552,44.446656513431,2.68859377655885,42.5841538873348,7.18410901418238,187.37758908396,90.1466324910622
6.61499492698206,10.5540443896507,15.4704991931913,109.335378886856,40.3088806950558,6.45032130520751,47.2140230422378,9.26695997017236,183.523356568427,92.2336909185108,8.1518365918547,13.7511996289006,13.6014605981093,105.790247580483,40.0205534415042,7.54984698002819,43.5878594279656,3.24225196449193,191.790636015111,99.25673567814
16.8030018289978,7.28939923244948,15.1639094892558,109.399647759478,38.6551192771903,10.7677838673202,45.6512474399727,9.74766465914682,193.381297217338,93.0979176754866,10.1078816957687,10.6857891795392,15.4757741847964,109.344078803275,36.4329233472308,5.96955217923742,50.3010718409587,6.55137539058184,180.577898118528,104.773453629572
10.0964820971177,25.6488647903522,14.3148447907129,105.950322910079,36.3372021028564,7.32589244518899,46.7926710712005,6.944303377353,189.335120460696,96.4168293346883,16.1810373196286,6.30033385112493,16.3801071692244,106.945508668829,39.2242620799952,7.62281545374689,44.2464149277596,10.6246439390312,183.99614624793,100.135229659036
21.2920712781577,7.35697507971823,21.4338461808454,99.5929158870511,34.0788574317219,12.4886892108089,42.8759340681467,10.6793290726265,183.416918662291,96.5300447343994,11.5901226357066,18.8594629699766,15.7927616599962,103.854496854955,42.2475189724779,12.0295150745885,44.6657030542998,5.55719939250683,192.014201098699,103.636531497973
11.7579905330964,29.4821877647692,16.2839649401545,120.492253685746,29.8971291651361,14.0223564233898,45.1978887384258,7.55323490241566,188.10669421299,96.1514880158641,12.3405595989904,5.93700582391411,20.292722491756,102.848324462296,39.6468666104693,11.9141389153352,48.1839949234173,8.17564980838828,178.880607063569,109.642614696953
11.7218411714575,4.75557724987186,23.4824045924839,101.670046343638,43.3029228217774,16.2924616683987,46.5386971977371,8.64634609627537,179.360710425391,97.7124563996458,15.6968867832117,4.78731099606926,17.2378997887862,109.828736128026,42.0292777068451,10.4253019843858,48.3256444284809,14.0539116879795,178.398192425708,100.225350558885
16.9625100373993,3.91025131020338,17.6860904567556,118.554211918248,33.2190299680065,11.1467234424634,49.3185294434592,13.5398671958181,184.46354010399,94.8408035108691,20.10766957292,12.5414342873023,16.7361063647935,96.8984094064887,52.453131204517,13.7062244713393,45.4850034988679,14.6127859200042,187.04442536952,99.2903114915554
19.870027250918,14.8483937377256,16.4446812306151,95.0922439631158,44.7822695156904,15.4754281480884,41.6878067207671,13.4649214822554,186.463311676943,96.0253582669955,16.7007785159232,27.6889297868722,18.4945521233763,91.8859254327135,46.7374805132586,11.8226975627304,44.6679255797021,13.1558867739238,187.039972851727,104.071969929082
23.3158650110382,17.5373572910077,20.4901933096559,93.9318872929447,31.3949879904823,17.2750943959853,47.3134957700562,10.8847621358091,184.597385210151,96.5640211705852,16.9774756733355,11.6782620613748,26.423686251289,100.893576201982,43.1182822374628,17.6682416149274,41.9875066149555,14.3909231123904,179.570236272042,99.6301987084075
